id,text,airline,topic,gamma
96,"Is it me, or is your website down? BTW, your new website isn't a great user experience. Time for another redesign.",Virgin America,7,0.26646112967553126
97,I can'heck in or add a bag. Your website isn't working. I've tried both desktop and mobile,Virgin America,3,0.2455324780408257
98,- Let scanned in passengers leave the plane than told someone to remove their bag from slass bin? #uncomfortable,Virgin America,6,0.3132254827564448
99,What is your phone number. I can't find who to call about a flight reservation.,Virgin America,3,0.4685957696697985
100,is anyone doing anything there today? Website is useless and no one is answering the phone.,Virgin America,3,0.25596221545254233
102,why must a traveler miss a flight to Late Flighheck a bag? I missed my morning appointments and you lost my business. #sfolax,Virgin America,6,0.3746070755174463
104,how's a direct flight FLL-gt;SFO have unexpected layover in Vegas fuel yet peeps next to me bought for Vegas flight. #sneaky,Virgin America,1,0.4035020718747941
105,your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,Virgin America,6,0.4117661691979051
107,called your service line and was hung up on. This is awesome. #sarcasm,Virgin America,3,0.284816471809473
108,your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,Virgin America,1,0.22470679521692272
116,"should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""h stop""?",Virgin America,2,0.32799133015198656
121,Use another browser! ; a brand with a reputation built on h response doesn't have a cross-browser compatible website?,Virgin America,7,0.3519219347924747
122,"And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",Virgin America,3,0.4336232153274109
123,I like the customer service but a min delay just for connecting passengers seems too long. VA,Virgin America,5,0.20621434956577706
127,i need to change my flight thats scheduled in hours and min wait time on phone. Im calling intern. Help!!,Virgin America,3,0.5666679305558922
131,you are failing your customers because your check in process does not link to TSA pre-check.,Virgin America,6,0.2151064590228564
132,us too! Terrible airline! Just gave us a hotel hotline number and said sorry,Virgin America,7,0.16682177614808694
134,your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline Shame on you!,Virgin America,5,0.46264315355966396
135,Another delayed flight? #likingyoulessandless,Virgin America,5,0.24562012030218094
136,I need to register a service dog for a firslass ket from SFO gt; Dulles. The phone queue is an hour or longer. Pls advise,Virgin America,3,0.29672833385497355
140,why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,Virgin America,3,0.38871143703463124
141,You'd think paying an extra $ bucks RT for luggage might afford you hiring an extra hand at #lame,Virgin America,1,0.43196720196210653
144,please provide status for flight . I cant imagine it's on time as the Web indicates dude to weather here and/or Dallas,Virgin America,3,0.1840997429988282
146,"I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",Virgin America,3,0.22769000232834488
147,question: is it not possible to book a seat for an infant under ? It's not giving me the option but we want a seat for him.,Virgin America,3,0.5108857541485149
150,. I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,Virgin America,4,0.21571680217513198
151,. does that mean you don't have a policy for destroyed luggage?,Virgin America,6,0.23958874246621206
158,having problems Flight Booking Problems on the web site. keeps giving me an error and to cont by phone. phone is minute wait.,Virgin America,3,0.6013537891982367
159,How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,Virgin America,5,0.34424565316691635
160,"I rang, but there is a wait for minutes!! I can book the same ket through a vendor, fix your site",Virgin America,3,0.4749701472726062
161,"got a flight (we were told) for : today..,checked my email and its for ; TOMORROW. This is unacceptable.",Virgin America,3,0.2175058151268326
162,"our flight into lga was Cancelled Flighted. We're sk in Dallas. I called to reschedule, told I could get a flight for today...(/)",Virgin America,5,0.40565580143385793
163,why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,Virgin America,4,0.21085857342215558
164,is the website down?,Virgin America,7,0.22252899498251433
165,- Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS?,Virgin America,3,0.3308892115963537
166,I'm disappointed that the agent at the designated silver status check in line to assist all pasengers,Virgin America,6,0.24328984364865067
168,Is it normal to receive no reply from Central Baggage #baggageissues #smh,Virgin America,7,0.2876417119143531
169,at Logan airport and waiting to checkin for my am flight. Checkin desk not open !!!!! Why?!,Virgin America,6,0.25706582625013435
174,"congrats, you just got all my business from EWR to SFO/LAX. Fuck you fl SFO/EWR was the clincher...",Virgin America,2,0.36482664092152456
175,I applied over weeks ago. Haven't heard back and I'm flying this week #disappointed,Virgin America,7,0.4652954141295687
178,- too many apologies! You r the worse airlines! Don't even respond to your cudtomers,Virgin America,4,0.18967812263514547
179,shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,Virgin America,5,0.19847844447961055
182,too bad you say it takes to days via YOUR confirmation email. When I inquired after weeks you claim to weeks!,Virgin America,7,0.3738528884774193
183,Flight from BOS gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are + hour. Will you rebook on another airline?,Virgin America,5,0.247965735631569
187,"a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",Virgin America,8,0.34439075095225674
188,for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,Virgin America,3,0.23136389428429074
192,trying to book a flight with you guys and your website won't let me... about to lose my business,Virgin America,3,0.20588389241284216
195,Just DM'd. Same issue persisting.,Virgin America,2,0.20388991157937747
196,Because we never rec'd Cancelled Flightlation noe we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,Virgin America,6,0.24036133926082015
197,trying to book a flight ; your site is down 😁,Virgin America,3,0.4336232153274109
198,You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,Virgin America,5,0.5872872776308602
199,you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed. #expected better,Virgin America,7,0.21231283853098504
201,Your website is down and I'm trying to check in!,Virgin America,6,0.23186151996800525
210,seats in Row don't recline should mention that on your website #soreback,Virgin America,3,0.249058835288222
211,flight delayed hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,Virgin America,2,0.19200558143574392
212,why Cancelled Flight flights today? No precipitation to be scared of! ❄️❄️❄️,Virgin America,5,0.24569304305014505
214,You guys charged me $ to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,Virgin America,5,0.1898234993403262
215,can’t access your website from Safari on iPhone . Seems to work on Mac and iPad. Need iPhone to add Passbook.,Virgin America,3,0.2875712610719781
217,"your mobile site is broken, shows ""{{header.elevateUser.numOfPointsAvailable || '' | number}} Points"", won't let me checkin",Virgin America,3,0.2537344450181529
218,I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,Virgin America,5,0.24331150386471687
219,"why Cancelled Flight flight VX? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",Virgin America,5,0.40033472032045964
220,I did it but there was a problem in the link from the email for check-in. thanks,Virgin America,7,0.28764249896454214
221,had to change to another airline to get to DC today ... Why is able to land in DC but not you? Cost me $ ...ugh,Virgin America,5,0.23531399611184625
222,I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,Virgin America,5,0.36724631640027033
225,how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,Virgin America,5,0.3176938498437468
227,hold times aall center are a bit much,Virgin America,3,0.42538283453069725
233,"Trying to reset my password, email never arrives. Help?",Virgin America,6,0.23186696593216757
237,What is the reason for the delay of the departure of VX from JFK this afternoon?,Virgin America,5,0.3910792027803498
238,"is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",Virgin America,5,0.45698659686387405
243,"the CSS on your site is a right now, please fix. Site unusable.",Virgin America,3,0.37810794535336495
244,"We're on flight Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",Virgin America,3,0.2418459602897758
246,"Hi, I'm trying to do check-in but the website is not working. I tried different browsers and the problem continues",Virgin America,3,0.24550418407595834
250,"- the passenger in D, Flt that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to",Virgin America,6,0.3906999508646223
251,current bug on website shows ‘select departure city’ when selecting destination city,Virgin America,1,0.3259082074045584
252,luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,Virgin America,6,0.5628070589875687
260,requested window seat and confirmed window but got sk in middle seat. Not a good way to treat silver member😒,Virgin America,3,0.3490958838601861
263,#wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,Virgin America,2,0.3210656269341533
264,there is something wrong with you website in Safari iPhone,Virgin America,3,0.23856908768741608
266,Already checked in so the page expired :X,Virgin America,6,0.2865430386139775
267,Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,Virgin America,3,0.40167487250012063
275,"moved my seat with no noe. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",Virgin America,3,0.2792027788987338
281,already conted Central Baggage ; sent DM. is charging me for the dress that was in the lost suitcase #help,Virgin America,6,0.2436749574329424
283,Is there anything going on with the website? I've been getting a lot of errors past minutes.,Virgin America,3,0.34868533639673616
288,I have jushecked in flight to SFO from LAX ; been told as Atlan Flying Club Gold I get no benefits?!,Virgin America,3,0.2300364863236071
289,husband and I ordered three drinks via my screen and they never came. Awesome!,Virgin America,1,0.21641208396453346
290,soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),Virgin America,3,0.2406340600602236
293,"Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Virgin America,6,0.27390373450801764
299,I'm trying to check into my :AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,Virgin America,6,0.23186151996800525
302,Do you guys know your check-in links from emails are broken?,Virgin America,6,0.24740300110756056
305,"lost my luggage days ago on flight VX from LAX to IAD ; I'm calling every day, no response.Please give me back my stuff",Virgin America,6,0.3619003000952227
306,The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,Virgin America,3,0.24555302817377264
315,Looks like a broken link for your assets,Virgin America,6,0.23159286770216153
317,the manage itinerary section of your website seems to be broken for me,Virgin America,6,0.23159287048468985
318,"can'heck in, your site looks like this every time it loads",Virgin America,3,0.35337874676837144
321,Other carriers are less than half price for a round trip fare. I am stunned.,Virgin America,1,0.3699508058149511
322,WTF is happening in PDX Late Flight March such that one way from SFO is ~$?,Virgin America,2,0.2482006972298196
330,"my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",Virgin America,6,0.3682236434863911
335,I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,Virgin America,7,0.4358831997573614
336,"Just trying to book kets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",Virgin America,1,0.23964915130100384
339,Applied for Status Match on Feb . Gonfirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,Virgin America,6,0.23148663057055233
345,trying to check-in...but looks like your site is down?,Virgin America,3,0.26782446279908
346,"spending my birthday night with you, DAL-DCA. Get me home!",Virgin America,5,0.23563503144516187
347,Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,Virgin America,7,0.4309601784057623
349,"seriously, though. will there not be direct flights from SFO-FLL in may???",Virgin America,1,0.17315245069924057
350,It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back,Virgin America,3,0.16687348528842752
351,"not really the experience I was hoping , I ws forced check in a small carry on, w/ nothing but empty cabin space on board",Virgin America,6,0.4361368109249341
352,wjere is our luggage #so slow at lax,Virgin America,6,0.39272120504724706
354,"I spoke with a representative that offered no solution, I am a loyal customer who flies on as well",Virgin America,8,0.27426896670449086
355,I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,Virgin America,7,0.2192438056462183
356,"what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",Virgin America,1,0.22691647071847104
368,on VX from JFK to LA - dirty plane - not up to your standards.,Virgin America,5,0.20336414280745396
369,on flight VX headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,Virgin America,6,0.21272398329048095
371,your Avis rental continue button doesn't work on your website to book car. Tried times on phone. This sucks!,Virgin America,3,0.4207077238398691
373,currently in minute of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,Virgin America,3,0.454491349172528
377,Comenity Bank is a joke! Please change. Nothing bunstant problems with this bank,Virgin America,3,0.2716243765796316
384,I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?,Virgin America,7,0.3549533773351864
395,I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,Virgin America,3,0.31995350706977316
397,Can I get some help with a support ket? It's been days.... Incident: - Thank you!,Virgin America,4,0.18510818735074322
399,I cannot even open my laptop in seat C and I paid a premium for this?!! Let me out of here!,Virgin America,3,0.27660591503505366
400,I am in seat C and I cannot even open my laptop; and I paid extra for this seat!!,Virgin America,3,0.317332988121651
408,FYI the info email address you say to cont in password reset emails doesn't exist. Emails bounce.,Virgin America,7,0.6291771036018042
409,Status match - weeks have gone by and no news.Flt next week - hope flt will count towards requirement. Cust Svc no help!!!,Virgin America,6,0.2018356157515873
410,your website sucks donkey dicks. Just thought you should know. All best.,Virgin America,7,0.19522560388300803
412,all crap channels which is why I pay to watch UK tv,Virgin America,6,0.3447690627782345
418,how come you don't have an iPhone app? Still using and making me waste paper.,Virgin America,3,0.2874848193153158
419,Your back of seat entertainment system does not acceprediards that have an apostrophe in the surname. #apostrophefail,Virgin America,3,0.43273161841057917
420,When will VX use all LGA slots instead of today? Adding AUS makes this less likely :(,Virgin America,3,0.278679313671882
426,sad to learn you no longer fly SFO gt; PHL. Hope it returns!,Virgin America,6,0.23148894456805874
434,kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,Virgin America,1,0.1835976548980472
435,Very poor experience. Firsmputer problem now seat malfunction. Sk. Missing meeting in San Diego.,Virgin America,6,0.27096632670054255
445,"I tried that. You offered to charge me an additional $k for a new ket or be stranded until Thurs. st time, last time.",Virgin America,3,0.3345821571930512
447,"Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",Virgin America,8,0.27003907746331235
448,Had to spend hours worrying that items in carryon would be broken/stolen since I couldn'arry them on plane or lock bag.,Virgin America,3,0.2703643508182519
449,"All of group E was told there was no more room in the bins. when I got on the plane, was room for at least bags in my row!",Virgin America,2,0.28451073016611267
450,Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (),Virgin America,6,0.6052464592367545
451,I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over minutes..........,Virgin America,3,0.5403357234939984
458,Why is it taking years to fly home to Dallas? Get your shit together.,Virgin America,5,0.3103223901891901
470,Man of steel flies to more cities though...and with more frequency too.,Virgin America,1,0.21639292118994344
480,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,Virgin America,4,0.2381346160767684
482,"While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",Virgin America,5,0.37585300249983056
485,Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,Virgin America,2,0.2667233534302447
486,"As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",Virgin America,4,0.2212937725128576
487,Umm so no reason as to why this is? Is there someone different I should cont (or cont me) to get a definitive answer?,Virgin America,7,0.26407013460264617
488,Trying to make the change in advance (not just hours prior)…tried it online earlier and it wanted $ in change fees.,Virgin America,3,0.6154631631391759
495,"mood lighting on point🙌 Reclining my seat, kickin up my feet💤",Virgin America,3,0.33082996808201326
496,my flight () scheduled for pm departure still says on time but no plane at gate. Any update on how long of a delay?,Virgin America,6,0.21782963581622977
497,my group got their Cancelled Flightlation fees waived but I can't because my ket is booked for /? Your reps were no help either 😡,Virgin America,3,0.2789297552894873
507,still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,United,7,0.35574683493542036
508,Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,United,5,0.17929702189759905
510,Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),United,6,0.3477745559492119
512,you think you boarded flight AU too early? I think so.,United,1,0.2164087262531522
514,"Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",United,6,0.22017023366394972
519,is the worst. Nonrefundable Firslass kets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,United,3,0.3816859876951915
520,So I can buy tix days before flight buan't transfer the tix. Flawed security logic. Flawed customer service,United,8,0.34596830995279304
521,"I did start a claim but - weeks is unrealis, am I really supposed to go that long with out a car seat for my child.Ridiculous!",United,6,0.24619736656195193
524,"if the car seat is lost should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",United,3,0.2357281130255032
527,that totally sucks my cousin worked at PHL said,United,6,0.23907779344188784
530,beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,United,7,0.25150543274898085
531,"the internet is a great thing. I am emailing executives in your company, maybe they will respond to me in a timely manner.",United,7,0.3035600419958427
534,thats weak. See ya 👋 Hey !!,United,3,0.308930787173046
535,I flew back w other company since United didnt have an earlier flight,United,4,0.17802357082658243
537,I am trying to book awards for September and need flights on but they will not show even w/ many award seats availab,United,3,0.5702696965557565
538,I sure did. I had to drive a total of hours to get my own bag. I'd like to explain that debacle but no one wants to talk to me.,United,6,0.24990387991793395
540,"See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr. After we boarded, there was a defibrillator issue.",United,3,0.34531035267636645
541,why no preferred security line anymore. My TSA pre-check didn't pull on my partner flight! #Platinum #spoiled,United,3,0.2207569089726419
542,#Newarkliberty Airport need to indicate different gate#'s for terminals A;C. #Flyingainteasy,United,6,0.34669697043052944
543,"yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",United,7,0.19516412879829043
544,How does United refuse to reissue a $ lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,United,2,0.286882383694302
545,"also during the run I was instructed to do, I shattered my computer.",United,1,0.1950605813313416
546,"yes, we've been with the agents for the last minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",United,4,0.3997162954966057
551,"iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",United,8,0.31175594603351403
554,- I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,United,7,0.2996930595295299
555,A refund and flight vouchers or another flight on a different airline at your expense for today. hour drive is very inconvenient,United,7,0.268379082723563
556,then why have I not received my call back its been days...it's an infanar seat how am I supposed to go anywhere with my child,United,3,0.29759134288447814
558,well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,United,6,0.3173566766967411
560,"No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",United,4,0.2608752381570986
561,A measly $ e-certificate is not how you appreciate loyal customers after they wait hrs on the tarmac during UA. #unacceptable,United,3,0.20196814514251676
562,When will email address/username sign-on be available? It's been a while.,United,7,0.4532388630008181
565,- Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a hour layover ; I am sk outside sec,United,7,0.20339468256467702
566,..I received on other flights. #united truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,United,6,0.2184123293245298
567,just flew to #TelAviv paid $ from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,United,1,0.17620613844043878
568,My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,United,6,0.475532708199451
569,Shame that there's no flex to kets transfer rules. Even calling from Neurosurgery ICU isn't enough!,United,3,0.2379647496908299
570,No. Denver said they don't handle baggage that made it to Colo. Springs. They gave me an number to call. No help there either.,United,3,0.21141902768545034
571,you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,United,4,0.4089748358847888
573,"once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",United,4,0.21086300557272294
574,ZCCU Cancelled Flight flight h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,United,5,0.3090763794904506
576,"in addition, my first flight was delayed an hour and I'm arriving at my destination hrs Late Flight.",United,3,0.24283474851194073
580,our travel booked thru United group dept. Okc ket agent less than willing to help with our connection in LAX.,United,6,0.22890968731794678
581,"v upset with your disability ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",United,4,0.32538937416944785
582,thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,United,7,0.17386602913927734
583,wont transfer flight ket to accompany an yr old who's active military mom had to have emergency brain surgery? WOW!!,United,8,0.24087779482855243
584,WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $ STARBUCKS CARD I HANDED OVER!!!,United,1,0.25556966440952594
585,"as a k, I'm always hoping for improvement.",United,1,0.21564895298070585
586,not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,United,6,0.3746336815704817
587,OKC ket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,United,4,0.39773583816149727
588,mobile apps need construction from the ground up for each OS category. It's expensive to get right .,United,6,0.23169361289519783
589,another fail for the United ket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,United,4,0.2486131806017712
592,"I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",United,7,0.213941881662449
593,silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,United,6,0.1962328286602546
594,What is your phone number. I can't find who to call about a flight reservation.,United,3,0.4685957696697985
595,"well, you can't fix me missing my buddies th bday because of negligence but you can attempt to make up for it.",United,6,0.23901324690727094
596,"why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",United,8,0.26486365572827464
597,they helped me at the baggage service desk. Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR,United,6,0.3333333715461101
598,Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,United,3,0.22047664393959282
604,Had to explain to a very over eager flight attendant trying to ask about my vision that my was not a guide dog!,United,7,0.1880365775518434
605,what's the point of asking for details about a #servicedog when you book if your flighrew doesn't read them? (Continued),United,3,0.3278613002759018
606,I tried but no one was available in bogota and everyone was rude in Houston. I was sk for hours because of you guys,United,4,0.21243019851914954
607,#worstunitedflightsever UA LAS to IAD / mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,United,6,0.2884781269725469
609,What's going on with UA ? outbound flight last thurs was delayed hrs How long will this delay be? #worstunitedflightsever,United,5,0.4895275506014425
610,#worstunitedflightsever UA IAD to LAS / mechanical problems - switched aircraft delayed . hours!,United,5,0.2790257937713985
611,crashed trying to check in.,United,6,0.2865430386139775
615,on to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,United,6,0.34171279519360576
617,Blackmailed me into paying £ extra or having my return ket nullified in San Francisco Airport. Terrible service from rep #scam,United,6,0.2418238697712817
619,disappointed that u didnt honor my $ credit given to me for ur mistakes. Taking my business elsewhere ✌️out.,United,1,0.24012584464411518
620,ua still waiting! Supposed to depart :,United,6,0.43189468360601074
621,it was credit from my last trip that never came in the mail!,United,1,0.3229210421434939
622,ok it's now been months waiting to hear from airline. I gave them quite a bit more than the days requested! Terrible service,United,7,0.2828832919403415
623,does this process ever end? Still waiting for the reply since months #pathe #customerservice,United,7,0.3477472561750567
624,What's going on with your website? I'm Flight Booking Problems three kets today and I've been booted off the system umpteen times.,United,3,0.392014672364836
625,how do I get my account number if your website says email is unavailable?,United,7,0.5258444123219643
627,"I received bag last night, I am still missing the other one.",United,6,0.3737505004857728
628,"you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",United,3,0.36484264751107764
631,nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,United,1,0.3245114730705525
633,but it's hard to stay upset at someone when they at least TRY to show remorse.,United,5,0.17579970669157094
634,"By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don'are about me or my well-being,",United,4,0.21085784282584927
635,This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,United,3,0.31661896951474117
636,Fingers crossed ; its all int. Very disappointed with this experience as before this we were actually saying we enjoyed using you,United,8,0.333994218855588
637,"It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",United,6,0.21936539208661993
638,ours in July. You have ZERO excuses for this. You have an out-of-date system thaauses problems like this.,United,3,0.2722557063196219
639,Everyone around us is sitting with their friends and family members. They booked their kets in October and December. We bought,United,1,0.2911984838843471
640,Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,United,2,0.3650869507240549
641,". it will be because I'm moving to because of talk, no service",United,4,0.183048631385686
643,"I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",United,4,0.21086276880555835
644,what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,United,3,0.3045352788278537
